Nombre del Planeta,Estrella Huesped,Numero de Estrellas,Numero de Planetas,Metodo de Descubrimiento,Año de Descubrimiento,Periodo Orbital (Dias),Semieje Mayor (UA),Radio del Planeta (Radios Terrestres),MPX Sen(I)(Masas Terrestres),Excentricidad,Temperatura de Equilibrio,Tipo Espectral,Temperatura Estelar efectiva,Radio Estelar (Radios Solares),Masa Estelar (Masas Solares),Metalicidad Estelar Corregido
NGTS-3 A b,NGTS-3 A,2,1,Transit,2018,0.0,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,#¡VALOR!,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uumlnther et al. 2018</a>,#¡VALOR!
NGTS-30 b,NGTS-30,1,1,Transit,2024,98.29838,0.408000,10402,305.11527,0.294000,500,,5455.00,0.91,0.94,-0.03
NGTS-33 b,NGTS-33,1,1,Transit,2024,2.827972,0.048000,18383,1153.71712,0.000000,1991,,7437.00,1.48,1.60,-0.11
NGTS-4 b,NGTS-4,1,1,Transit,2019,1.3373508,0.019000,3.18,20.60000,0.000000,1650,,5143.00,0.84,0.75,-0.28
NGTS-5 b,NGTS-5,1,1,Transit,2019,0.0,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uumlller et al. 2019</a>,#¡VALOR!,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uumlller et al. 2019</a>,<a refstr=CALCULATED_VALUE href=/docs/pscp_calc.html target=_blank>Calculated Value</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uumlller et al. 2019</a>,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uumlller et al. 2019</a>,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uumlller et al. 2019</a>,#¡VALOR!
NGTS-6 b,NGTS-6,1,1,Transit,2019,0.882059,0.016770,14863,425.57437,0.000000,1284,,4730.00,0.75,0.77,0.11
NGTS-8 b,NGTS-8,1,1,Transit,2019,2.4997,0.035000,12218,295.58190,0.010000,1345,K0 V,5241.00,0.98,0.89,0.24
NGTS-9 b,NGTS-9,1,1,Transit,2019,4.43527,0.058000,11994,921.70700,0.060000,1448,F8 V,6330.00,1.38,1.34,0.31
NN Ser c,NN Ser,2,2,Eclipse Timing Variations,2010,5573.55,5.350000,12.6,2329.60000,0.080000,,WD,57000.00,,0.54,0
NN Ser d,NN Ser,2,2,Eclipse Timing Variations,2010,2883.5,3.430000,13.3,731.00000,0.190000,,WD,57000.00,,0.54,0
NSVS 14256825 b,NSVS 14256825,2,1,Eclipse Timing Variations,2019,3225.0,3.120000,12.3,4497.29450,0.120000,,,40000.00,0.19,0.42,0
NY Vir b,NY Vir,2,2,Eclipse Timing Variations,2011,3160.0,3.300000,13.3,730.97800,0.150000,,,32780.00,0.15,0.46,0
NY Vir c,NY Vir,2,2,Eclipse Timing Variations,2019,8799.0,,12.8,1760.77820,0.150000,,,32780.00,0.15,0.46,0
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,Microlensing,2004,,4.300000,13.2,830.00000,,,K V,,,0.63,0
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,,3.600000,13,1200.00000,,55,,,,0.46,0
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,,3.500000,3.84,14.10000,,,K5,,,0.69,0
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,Microlensing,2005,3285.0,2.600000,2.21,5.50000,,50,,,,0.22,0
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,1788.5,2.300000,14,231.00000,,82,,,,0.51,0
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,Microlensing,2008,4927.5,4.500000,11.1,86.00000,0.150000,59,,,,0.51,0
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,Microlensing,2020,,2.170000,14.3,144.00000,,,,,,0.35,0
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,Microlensing,2016,2557.0,2.590000,10.7,80.00000,,,M,,,0.41,0
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,Microlensing,2009,,2.800000,4.72,20.00000,,,,,,0.64,0
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,Microlensing,2014,,15.000000,8.74,57.00000,,,,,,0.71,0
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,Microlensing,2014,,1.700000,12.9,1500.00000,,,,,,0.37,0
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,Microlensing,2018,,8.000000,9.01,60.00000,,,,,,0.41,0
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,,2.720000,14.2,170.00000,,,M,,,0.26,0
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,Microlensing,2015,,1.890000,13.9,280.00000,,,,,,0.21,0
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,,4.000000,7.72,46.10000,,,G5 V,,,1.06,0
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,,4.800000,13.9,270.00000,,,G5 V,,,1.06,0
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,Microlensing,2013,,0.870000,13.4,588.00000,,,,,,0.02,0
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,Microlensing,2013,,3.450000,13.2,868.00000,,,,,,0.44,0
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,,0.740000,13.6,120.00000,,,,,,0.34,0
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,Microlensing,2016,,1.600000,14.3,150.00000,,,M V,,,0.29,0
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,,4.430000,8.39,53.10000,,,,,,0.40,0
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,Microlensing,2016,,2.600000,6.56,35.00000,,,M V,,,0.57,0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,,0.800000,12.3,4100.00000,,,,,,0.10,0
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,Microlensing,2017,0.0,,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,,,,,#¡VALOR!
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,Microlensing,2014,,0.702000,1.16,1.66000,,,,,,0.11,0
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,Microlensing,2019,,0.390000,12.5,3020.00000,,,,,,0.29,0
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,0.0,,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,,,,,#¡VALOR!
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,,1.800000,13.2,860.00000,,,,,,0.33,0
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,Microlensing,2015,,3.480000,14.1,206.58846,,,,,,0.90,0
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,1,Microlensing,2024,,3.760000,12.9,1382.55357,,,,,,0.69,0
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,Microlensing,2022,,3.490000,14.1,181.16219,,,M,,,0.52,0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,Microlensing,2016,,4.530000,13,1169.60854,,,,,,0.73,0
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,,1.500000,8.59,55.30000,,,,,,0.40,0
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,,1.700000,11,83.70000,,,,,,0.40,0
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,Microlensing,2016,,1.750000,14.2,180.00000,,,,,,0.51,0
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,Microlensing,2016,,0.730000,14,230.00000,,,,,,0.10,0
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,Microlensing,2016,,1.600000,13.1,1100.00000,,,,,,0.30,0
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,Microlensing,2016,,2.700000,4.86,21.00000,,,,,,0.38,0
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,,2.070000,13.2,807.00000,,,,,,0.34,0
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,,2.620000,4.42,17.90000,,,,,,0.55,0
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,,0.850000,14.3,138.00000,,,,,,0.08,0
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,,5.400000,13,1300.00000,,,,,,0.13,0
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,Microlensing,2017,,6.400000,13,1330.00000,,,,,,0.72,0
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,,1.700000,14.3,140.00000,,,,,,0.30,0
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,1,1,Microlensing,2022,,2.130000,14,225.65817,,,,,,0.46,0
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,1220.0,2.170000,12.3,4253.00000,0.420000,,,,,0.88,0
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,,1.160000,1.11,1.43000,,,,,,0.08,0
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,,3.400000,13.9,250.00000,,,,,,0.10,0
OGLE-2016-BLG-1598L b,OGLE-2016-BLG-1598L,1,1,Microlensing,2024,,2.500000,13.6,120.77479,,,,,,0.55,0
OGLE-2016-BLG-1800L b,OGLE-2016-BLG-1800L,1,1,Microlensing,2024,,1.880000,13.2,823.17557,,,,,,0.41,0
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,,3.913000,1.62,3.26900,,,,,,0.40,0
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,,2.424000,14,127.00000,,,,,,0.25,0
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,,3.500000,14.2,130.00000,,,,,,0.56,0
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1,1,Microlensing,2024,,5.750000,4.08,15.60000,,,,,,0.50,0
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,,1.800000,2.95,9.00000,,,,,,0.20,0
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,,4.060000,14.2,160.00000,,,,,,0.70,0
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1,1,Microlensing,2024,,1.140000,13.5,514.88202,,,,,,0.32,0
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,,3.920000,12.8,1760.00000,,,,,,0.55,0
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,Microlensing,2021,,2.730000,13.1,959.84179,,,,,,0.45,0
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,,1.020000,13.5,505.00000,,,,,,0.21,0
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,1,Microlensing,2024,,2.530000,13,1207.74795,,,,,,0.46,0
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1,1,Microlensing,2024,,2.090000,12.8,1875.18760,,,,,,0.63,0
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,,3.040000,12.4,3585.00000,,,,,,0.81,0
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,,1.180000,1.94,4.43000,,,,,,0.23,0
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,,0.590000,14,240.00000,,,,,,0.04,0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,1,Microlensing,2022,,2.410000,3.92,14.62011,,,,,,0.45,0
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,1,Microlensing,2023,,1.750000,2.15,5.27000,,,,,,0.38,0
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,1,Microlensing,2022,,2.860000,7.56,44.49598,,,,,,0.69,0
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,Microlensing,2022,,1.800000,2.41,6.40000,,,,,,0.10,0
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,Microlensing,2022,,3.000000,4.18,16.30000,,,,,,0.63,0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,1,Microlensing,2022,,2.200000,4.73,20.10000,,,,,,0.47,0
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,Microlensing,2020,,1.064000,2.37,6.22800,,,,,,0.20,0
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,Microlensing,2021,,2.720000,12.3,101.70509,,,,,,0.25,0
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,,0.970000,3.81,13.93000,,,,,,0.23,0
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,0.0,,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,,,,,#¡VALOR!
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,5480.0,5.000000,12.9,1500.00000,0.000000,,G V,5912.00,,1.00,-0.24
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,Microlensing,2022,,1.280000,10.9,82.63539,,,,,,0.09,0
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,1,Microlensing,2022,,1.750000,13.9,282.86728,,,,,,0.72,0
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,Microlensing,2021,,3.590000,13.6,425.89007,,,,,,0.54,0
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,Microlensing,2022,,2.000000,2.41,6.40000,,,,,,0.47,0
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,,1.800000,13.5,570.00000,,,,,,0.18,0
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,,0.800000,13.2,890.00000,,,,,,0.18,0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,Microlensing,2022,,4.060000,13.9,289.22385,,,,,,0.48,0
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,Microlensing,2022,,3.230000,4.41,17.79839,,,,,,0.69,0
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,Microlensing,2021,,1.540000,2.83,8.40000,,,,,,0.37,0
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,1,Microlensing,2022,,1.680000,9.32,63.56568,,,,,,0.16,0
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,,4.510000,14.1,210.00000,,,,,,1.11,0
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,Microlensing,2022,,1.210000,13.8,301.93699,,,,,,0.28,0
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,Microlensing,2021,,3.300000,14,240.00000,,,,,,0.43,0
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,1,Microlensing,2022,,1.360000,13.8,308.29355,,,,,,0.09,0
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,Microlensing,2020,,2.800000,12.9,1400.00000,,,,,,0.42,0
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,Microlensing,2023,,1.840000,12.7,2262.93826,,,,,,0.91,0
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,Microlensing,2021,,2.800000,12.7,1976.89269,,,,,,0.59,0
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,Microlensing,2021,,1.230000,14.2,162.09249,,,,,,0.27,0
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,Microlensing,2022,,2.180000,13.1,1036.12061,,,,,,0.42,0
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,,3.290000,13.1,1090.15144,,,G,,,0.92,0
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,,2.770000,12.5,3248.20632,,,G,,,0.92,0
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,Microlensing,2023,,6.990000,13.1,1061.54688,,,,,,0.66,0
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,Microlensing,2021,,2.650000,12.3,4513.16338,,,,,,0.80,0
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,Microlensing,2021,,1.900000,1.39,2.50000,,,,,,0.50,0
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,1,Microlensing,2021,,3.400000,1.38,2.48000,,,,,,0.61,0
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,1,Microlensing,2023,,5.190000,13.5,555.24623,,,,,,0.55,0
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,Microlensing,2022,,3.200000,13.3,699.22250,,,,,,0.57,0
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,Microlensing,2022,,2.700000,6.79,37.10000,,,,,,0.68,0
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2,1,Microlensing,2024,,3.700000,12.9,1385.73185,,,,,,0.71,0
OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,3.101278,0.043400,14011,197.04600,0.820000,1702,G2 V,5950.00,1.17,1.14,0.28
OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,4.0144463,0.047300,11422,174.79900,0.540000,1019,K2 V,5040.00,0.83,0.82,0.19
OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,1.4324752,0.022890,12251,400.44900,0.150000,1342,K4 V,4790.00,0.77,0.78,0.09
OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,2004,1.689868,0.030350,13.45,375.02000,0.600000,2013,F5 V,6210.00,1.32,1.30,0.37
OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,3.9791,0.051000,12666,320.99500,0.000000,1550,,5924.00,1.14,1.14,0.37
OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,3.67724,0.051000,15244,327.35100,0.000000,1686,,6325.00,1.64,1.33,0.11
OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,2002,1.2119189,0.023830,15278,441.77000,0.670000,2212,F8 V,6050.00,1.74,1.17,0.25
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,2.4855335,0.030800,18046,1430.17500,,2034,,6933.00,1.53,1.52,-0.05
Oph 11 b,Oph 11,1,1,Imaging,2006,7300000.0,243.000000,12.3,4449.62000,,2175,M9,2375.00,0.23,0.02,0
PDS 70 b,PDS 70,1,2,Imaging,2018,43500.0,20.000000,30488,953.49000,0.190000,1204,K7,3972.00,1.26,0.76,-0.11
PDS 70 c,PDS 70,1,2,Imaging,2019,,34.000000,22866,635.66000,0.110000,995,K7,3972.00,1.06,0.76,-0.11
PH1 b,PH1,4,1,Transit,2012,138.317,0.652000,6.18,169.00000,0.070200,481,F,6407.00,1.73,1.53,0.21
PH2 b,PH2,1,1,Transit,2013,282.52542,0.833000,9337,87.08498,0.215000,295,,5734.00,0.95,0.97,17
POTS-1 b,POTS-1,1,1,Transit,2013,3.1606296,0.037340,10548,734.16000,,,K5 V,4400.00,0.59,0.69,-0.03
PSR B0329+54 b,PSR B0329+54,1,1,Pulsar Timing,2017,0.0,<a refstr=STAROVOIT__AMP__RODIN_2017 href=https://ui.adsabs.harvard.edu/abs/2017ARep...61..948S/abstract target=ref>Starovoit &amp Rodin 2017</a>,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,,,,,#¡VALOR!
PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,25.262,0.190000,338,0.02000,0.000000,,,,,1.40,0
PSR B1257+12 c,PSR B1257+12,1,3,Pulsar Timing,1992,66.5419,0.360000,1.91,4.30000,0.018600,,,,,1.40,0
PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,98.2114,0.460000,1.8,3.90000,0.026400,,,,,1.40,0
PSR B1620-26 b,PSR B1620-26,2,1,Pulsar Timing,2003,,23.000000,13.3,794.57500,,,,,,1.35,0
PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011,0.09070629,0.004400,0,382.80000,0.060000,,,4500.00,,1.40,0
PSR J2322-2650 b,PSR J2322-2650,1,1,Pulsar Timing,2017,0.322964,0.010200,13.9,252.64307,0.001700,,,,,1.40,0
PZ Tel b,PZ Tel,1,1,Imaging,2023,0.0,<a refstr=FRANSON__AMP__BOWLER_2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230401302F/abstract target=ref>Franson &amp Bowler 2023</a>,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,,,<a refstr=FRANSON__AMP__BOWLER_2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230401302F/abstract target=ref>Franson &amp Bowler 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,#¡VALOR!
Pr0201 b,Pr0201,1,1,Radial Velocity,2012,4.4264,0.060000,14.2,171.62820,0.000000,,,6174.00,1.15,1.24,0.19
Pr0211 b,Pr0211,2,2,Radial Velocity,2012,2.1461,0.031760,13.4,597.52040,0.011000,,,5300.00,0.83,0.94,0.18
Pr0211 c,Pr0211,2,2,Radial Velocity,2016,4850.0,5.500000,12.6,2475.89570,0.710000,,,5300.00,0.83,0.94,0.18
Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,0.0,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,#¡VALOR!,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=CALCULATED_VALUE href=/docs/composite_calc.html target=_blank>Calculated Value</a>,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute et al. 2016</a>,,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,<a refstr=FARIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...658A.115F/abstract target=ref>Faria et al. 2022</a>,#¡VALOR!
Qatar-1 b,Qatar-1,1,1,Transit,2010,1.4200242,0.023320,12812,411.27202,0.000000,1418,,5013.00,0.80,0.84,171
Qatar-10 b,Qatar-10,1,1,Transit,2019,1.645321,0.028600,17295,233.92288,0.000000,1955,F7 V,6124.00,1.25,1.16,16
Qatar-2 b,Qatar-2,1,1,Transit,2011,1.33711647,0.021530,14056,792.63500,0.000000,1344,,4645.00,0.78,0.74,0.02
Qatar-3 b,Qatar-3,1,1,Transit,2017,2.5079204,0.037830,12285,1369.84730,0.000000,1681,G0 V,6007.00,1.27,1.15,-41
Qatar-4 b,Qatar-4,1,1,Transit,2017,1.8053564,0.028030,12722,1938.76300,0.000000,1385,K1 V,5215.00,0.85,0.90,103
Qatar-5 b,Qatar-5,1,1,Transit,2017,2.8792319,0.041270,12408,1373.02560,0.000000,1415,G2 V,5747.00,1.08,1.13,377
Qatar-6 b,Qatar-6,2,1,Transit,2017,3.506195,0.042300,11904,212.31044,0.000000,1006,K2 V,5052.00,0.72,0.82,-25
Qatar-7 b,Qatar-7,1,1,Transit,2019,2.032046,0.035200,19055,597.52040,0.000000,2053,F4 V,6387.00,1.56,1.41,276
Qatar-8 b,Qatar-8,1,1,Transit,2019,3.71495,0.047400,14404,117.91493,0.000000,1457,G0 V,5738.00,1.32,1.03,25
Qatar-9 b,Qatar-9,1,1,Transit,2019,1.540731,0.023400,11.31,378.21770,0.000000,1134,K5 V,4309.00,0.70,0.72,252
ROXs 12 b,ROXs 12,2,1,Imaging,2013,,210.000000,12.2,5085.00000,0.830000,,M0,3850.00,1.07,0.87,0.14
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,,157.000000,12.5,2860.00000,0.580000,1975,M0,3433.00,1.34,1.00,0
